name,location_label,address,city,website,status,closed_evidence,source,artguide_address,method,extracted_date
The Women’s Darkroom + Gallery,The Women's Darkroom + Gallery,"36 Waverly Avenue, #403",Brooklyn,http://thewomensdarkroom.com,open,,artguide,"36 Waverly Avenue, #403",http:homepage,2026-08-07
Theta,,"184 Franklin Street, Lower Level",New York,http://theta.nyc,open,,artguide,"184 Franklin Street, Lower Level",browserbase,2026-08-07
Thomas Erben Gallery,,"526 West 26th Street, floor 4",New York,http://thomaserben.com,open,,artguide,"526 West 26th Street, 4th Floor",http:homepage,2026-08-07
THOMAS NICKLES PROJECT,,47 Orchard Street,New York,http://thomasnickles.com,unclear,,artguide,47 Orchard Street,http:/contact,2026-08-07
Thomas VanDyke Gallery,,434 39th Street,New York,http://thomasvandyke.com,unclear,,artguide,434 39th Street,browserbase,2026-08-07
Throckmorton Fine Art,Throckmorton Fine Art Gallery New York,"145 East 57th Street, 3rd FL.",New York,http://throckmorton-nyc.com,open,,artguide,145 East 57th Street 3rd Floor,http:homepage,2026-08-07
Tibor de Nagy,Tibor de Nagy Gallery,11 Rivington St,New York,https://www.tibordenagy.com/,open,,major-added,,browserbase,2026-08-07
Tilton Gallery,,8 East 76 Street,New York,http://jacktiltongallery.com,open,,artguide,8 East 76th Street,browserbase,2026-08-07
times,,"151 Lafayette Street, 4th Floor",New York,http://timesny.org,unclear,,artguide,"151 Lafayette Street, 4th Floor",browserbase,2026-08-07
Times Square Arts,,1560 Broadway,New York,http://tsq.org/arts,unclear,,artguide,1560 Broadway,http:homepage,2026-08-07
Times Square Space,,1500 Broadway Ground Floor,New York,http://instagram.com/timessquarespace,unclear,,artguide,1500 Broadway Ground Floor,browserbase,2026-08-07
Tina Kim Gallery,,"525 West 21st Street, New York, NY 10011",New York,http://tinakimgallery.com,open,,artguide,525 West 21st Street,http:homepage,2026-08-07
Toby,,15-68 Summerfield Street,New York,http://instagram.com/toby78___,unclear,,artguide,15-68 Summerfield Street,browserbase,2026-08-07
Tomato Mouse,,301 Saratoga Ave,New York,http://tomatomouse.org,unclear,,artguide,301 Saratoga Ave,browserbase,2026-08-07
Tommaso Calabro,New York,545 W 23rd Street,New York,http://tommasocalabro.com/en,open,,artguide,545 W 23rd Street,browserbase,2026-08-07
"TOPAZ ARTS, Inc.",,55-03 39th Avenue,New York,http://topazarts.org,open,,artguide,55-03 39th Avenue,http:homepage,2026-08-07
Triangle Arts Association,,"20 Jay Street, Suite #318",New York,http://triangle-arts-association.org,unclear,,artguide,"20 Jay Street, Suite #318",browserbase,2026-08-07
TURN Gallery,,"32 East 68th Street, 2nd Floor",New York,http://turngallerynyc.com,unclear,,artguide,"32 East 68th Street, 2nd Floor",http:homepage,2026-08-07
Tutu Gallery,,contact gallery for address,New York,http://tutugallery.art,unclear,,artguide,contact gallery for address,http:/about,2026-08-07
Twenty First Gallery,,"76 Franklin Street, New York, NY 10013",New York,http://21stgallery.com,open,,artguide,76 Franklin Street,http:homepage,2026-08-07
Two Palms,Showroom,"38 Crosby Street, 3rd floor",New York,http://twopalms.us,open,,artguide,"38 Crosby Street, 3rd Floor",http:/about,2026-08-07
Two Palms,Mail & delivery,476 Broadway 3rd Floor,New York,http://twopalms.us,open,,artguide,"38 Crosby Street, 3rd Floor",http:/about,2026-08-07
U-Haul Gallery,,Outside Independent Art Fair,New York,http://uhaulgallery.com,unclear,,artguide,Outside Independent Art Fair,browserbase,2026-08-07
UBS Art Gallery,UBS Art Gallery,1285 Avenue of the Americas,New York,http://ubs.com/art,open,,artguide,1285 Avenue of Americas,http:homepage,2026-08-07
Ubu Gallery,,Not provided,New York,http://ubugallery.com,open,,artguide,416 East 59th Street,http:homepage,2026-08-07
Ulrik,,"175 Canal Street, Floor 3",New York,http://ulrik.nyc,open,,artguide,"175 Canal Street, 3rd Floor",browserbase,2026-08-07
Ulterior Gallery,,172 Attorney Street,"New York, NY 10002",http://ulteriorgallery.com,open,,artguide,"424 Broadway, Suite #601",browserbase,2026-08-07
Ulterior Gallery,,"424 Broadway, #601","New York, NY 10013",http://ulteriorgallery.com,open,,artguide,"424 Broadway, Suite #601",browserbase,2026-08-07
UNIX Gallery,,507 West 27th Street,New York,http://unixgallery.com,open,,artguide,520 West 24th Street,browserbase,2026-08-07
Upsilon Gallery,New York,"23 East 67th Street, 3rd Floor",New York,http://upsilongallery.com,unclear,,artguide,"23 East 67th Street, 3rd Floor",http:homepage,2026-08-07
Van Alen Institute,,303 Bond Street,"Brooklyn, NY 11231",http://vanalen.org,open,,artguide,303 Bond Street,http:homepage,2026-08-07
Van Der Plas Gallery,,156 Orchard Street,New York,http://vanderplasgallery.com,open,,artguide,156 Orchard Street,http:/about,2026-08-07
Van Doren Waxter,,23 East 73rd Street,New York,https://vandorenwaxter.com/,open,,major-added,,http:homepage,2026-08-07
Various / Artists,,19 Essex Street,New York,http://variousartistsrecords.com,open,,artguide,19 Essex Street,http:homepage,2026-08-07
Victoria Munroe Fine Art,,67 E 80th Street #2,New York,http://victoriamunroefineart.com,open,,artguide,"67 East 80th Street, Suite #2",browserbase,2026-08-07
Viridian Artists,,"548 West 28th Street, Suite #632","New York, NY 10001",http://viridianartists.com,open,,artguide,"548 West 28th Street, Suite #632, 6th Floor",browserbase,2026-08-07
Vito Schnabel Gallery,VITO SCHNABEL GALLERY,455 West 19th Street,New York,http://vitoschnabel.com,unclear,,artguide,455 West 19th Street,browserbase,2026-08-07
Voltz Clarke Gallery,Voltz Clarke Gallery,195 Chrystie Street,"New York, NY 10002",http://voltzclarke.com,open,,artguide,195 Chrystie Street,browserbase,2026-08-07
Warnes Contemporary,,"52 2nd Ave, Suite 40","Brooklyn, NY 11215",http://warnescontemporary.com,open,,artguide,"52 2nd Avenue, Suite 40",browserbase,2026-08-07
Washburn Gallery,,177 Tenth Avenue,New York,http://washburngallery.com,unclear,,artguide,177 Tenth Avenue,browserbase,2026-08-07
Waterfall Mansion & Gallery,Private viewing room,57th Street,New York,http://waterfall-gallery.com,closed,"As of January 2024, Waterfall bids farewell to its cherished Upper East Side location. The decision to close our physical location was not made lightly.",artguide,Appointment Only,browserbase,2026-08-07
Welancora Gallery,Welancora Gallery,33 Herkimer Street,"Brooklyn, New York",http://welancoragallery.com,open,,artguide,33 Herkimer Street,http:homepage,2026-08-07
Welancora Gallery,Ivy's Projects,410 Jefferson Avenue,"Brooklyn, New York",http://welancoragallery.com,open,,artguide,33 Herkimer Street,http:homepage,2026-08-07
Westbeth Gallery,,55 Bethune Street,New York,http://westbeth.org,unclear,,artguide,55 Bethune Street,http:homepage,2026-08-07
White Columns,,"91 Horatio Street, New York, NY 10014",New York,http://whitecolumns.org,open,,artguide,91 Horatio Street,http:homepage,2026-08-07
White Cube,New York,1002 Madison Avenue,New York,https://www.whitecube.com/,open,,major-added,,http:homepage,2026-08-07
WhiteBox,LES 9 Ave B,9 Ave B,New York,http://whiteboxny.org,open,,artguide,9 Avenue B,http:/about,2026-08-07
WhiteBox,LES-Broome St,Broome St,New York,http://whiteboxny.org,open,,artguide,9 Avenue B,http:/about,2026-08-07
Will Shott,,17 Pike Street,New York,http://willshott.com,unclear,,artguide,17 Pike Street,browserbase,2026-08-07
WINDOW,ANTON KERN GALLERY,16 East 55th Street,"New York, NY",http://antonkerngallery.com,open,,artguide,91 Walker Street,http:homepage,2026-08-07
WINDOW,WINDOW,91 Walker Street (corner of Walker and Lafayette Street),"New York, NY",http://antonkerngallery.com,open,,artguide,91 Walker Street,http:homepage,2026-08-07
Wolf Hill,,"380 Broadway, 4th Fl.",New York,http://wolfhillny.com,unclear,,artguide,"380 Broadway, 4th Fl.",browserbase,2026-08-07
Wook + Lattuada Gallery,,"9 East 53rd Street, 3rd Floor",New York,http://9 East 53rd Street,unclear,,artguide,"9 East 53rd Street, 3rd Floor",browserbase-failed,2026-08-07
Wschód,New York,136 Orchard Street,New York,http://galeriawschod.com,unclear,,artguide,136 Orchard Street,browserbase,2026-08-07
Xavier Hufkens,,,New York,https://www.xavierhufkens.com/,unclear,,major-added,,http:homepage,2026-08-07
Yancey Richardson Gallery,Yancey Richardson Gallery,525 West 22nd Street,"New York, NY",https://www.yanceyrichardson.com/,open,,major-added,,http:/contact,2026-08-07
Yares Art,New York,"745 Fifth Avenue, 4th Floor",New York,http://yaresart.com,open,,artguide,"745 Fifth Avenue, 4th Floor",http:/contact,2026-08-07
Yeh Art Gallery,Yeh Art Gallery,"Sun Yat Sen Memorial Hall, St. John's University, 8000 Utopia Parkway","Jamaica, New York",http://sjuartgallery.org,open,,artguide,"St. John's University, 8000 Utopia Parkway",browserbase,2026-08-07
YI GALLERY,,"254 36th Street, Suite B634, Building 2, Industry City",New York,http://gallery-yi.com,closed,"gallery-yi.com has expired and is parked free, courtesy of GoDaddy.com.",artguide,"254 36th Street, Suite B634, Building 2, Industry City",browserbase,2026-08-07
Yoshii Gallery,,933 Madison Avenue,New York,http://yoshiigallery.com,unclear,,artguide,933 Madison Avenue,browserbase,2026-08-07
Yossi Milo,,,New York,https://yossimilo.com/,unclear,,major-added,,http:homepage,2026-08-07
ZAZ10TS,ZAZ10TS,10 Times Square,New York,http://zaz10ts.com,open,,artguide,10 Times Square,http:homepage,2026-08-07
ZAZ10TS,,1410 Broadway,New York,http://zaz10ts.com,open,,artguide,10 Times Square,http:homepage,2026-08-07
Zepster Gallery,,220 Bogart Street,New York,http://zepstergallery.com,unclear,,artguide,220 Bogart Street,browserbase,2026-08-07
Zürcher Gallery,"ZÜRCHER GALLERY, NEW YORK",33 Bleecker Street,New York,http://galeriezurcher.com,open,,artguide,33 Bleecker Street,http:/contact,2026-08-07
